transfer_id,player_id,player_name,club_from_id,club_from_name,club_to_id,club_to_name,transfer_date,season,market_value_at_transfer,transfer_fee
2389172,253677,Tyrone Mings,989,Bournemouth,405,Aston Villa,2019-01-31,18/19,3500000.0,0.0
1269186,253677,Tyrone Mings,677,Ipswich,989,Bournemouth,2015-01-07,15/16,6000000.0,11300000.0
809092,253677,Tyrone Mings,21652,Chippenham,677,Ipswich,2012-12-13,12/13,25000.0,0.0
809093,253677,Tyrone Mings,34860,Yate Town,21652,Chippenham,2012-01-07,12/13,0.0,0.0
809095,253677,Tyrone Mings,14651,Brist. Rov. U18,34860,Yate Town,2010-01-07,10/11,0.0,0.0
809094,253677,Tyrone Mings,50780,Southampton Aca,14651,Brist. Rov. U18,2008-01-07,08/09,0.0,0.0
5081003,485585,Ian Maatsen,631,Chelsea,405,Aston Villa,2024-01-07,24/25,40000000.0,44500000.0
4817341,485585,Ian Maatsen,16,Dortmund,631,Chelsea,2024-06-30,23/24,40000000.0,0.0
4817340,485585,Ian Maatsen,631,Chelsea,16,Dortmund,2024-12-01,23/24,20000000.0,2300000.0
4523920,485585,Ian Maatsen,9250,Chelsea U21,631,Chelsea,2023-01-07,23/24,12000000.0,0.0
3945634,485585,Ian Maatsen,1132,Burnley,9250,Chelsea U21,2023-05-31,22/23,9000000.0,0.0
3945633,485585,Ian Maatsen,9250,Chelsea U21,1132,Burnley,2022-07-15,22/23,5000000.0,0.0
3469702,485585,Ian Maatsen,990,Coventry,9250,Chelsea U23,2022-05-31,21/22,5000000.0,0.0
3469701,485585,Ian Maatsen,9250,Chelsea U23,990,Coventry,2021-07-30,21/22,0.0,0.0
3100248,485585,Ian Maatsen,358,Charlton,9250,Chelsea U23,2021-05-31,20/21,0.0,0.0
3100247,485585,Ian Maatsen,9250,Chelsea U23,358,Charlton,2020-10-13,20/21,0.0,0.0
2534628,485585,Ian Maatsen,6918,Chelsea U18,9250,Chelsea U23,2019-01-07,19/20,0.0,0.0
2129734,485585,Ian Maatsen,32801,PSV Yth.,6918,Chelsea U18,2018-01-07,18/19,0.0,110000.0
1695345,485585,Ian Maatsen,32804,Sparta Youth,32801,PSV Yth.,2015-01-07,15/16,0.0,26000.0
1695346,485585,Ian Maatsen,32798,Feyenoord Youth,32804,Sparta Youth,2013-01-07,13/14,0.0,0.0
5907666,432914,John Victor,537,Botafogo,703,Nott'm Forest,2025-08-31,25/26,8000000.0,8000000.0
4801169,432914,John Victor,221,Santos,537,Botafogo,2024-04-01,23/24,800000.0,1350000.0
4595945,432914,John Victor,366,Real Valladolid,221,Santos,2024-03-01,23/24,800000.0,0.0
4595944,432914,John Victor,221,Santos,366,Real Valladolid,2023-08-20,23/24,1000000.0,0.0
4235535,432914,John Victor,6600,Internacional,221,Santos,2023-08-19,23/24,1000000.0,0.0
4235534,432914,John Victor,221,Santos,6600,Internacional,2023-01-18,22/23,1000000.0,0.0
2987504,432914,John Victor,14701,Santos B,221,Santos,2020-01-01,19/20,50000.0,0.0
2375152,432914,John Victor,7057,Portuguesa-SP,14701,Santos B,2019-04-19,18/19,50000.0,0.0
2375151,432914,John Victor,14701,Santos B,7057,Portuguesa-SP,2019-11-01,18/19,50000.0,0.0
6012725,432914,John Victor,9540,Santos U20,14701,Santos B,2017-01-01,16/17,100000.0,0.0
6012726,432914,John Victor,98929,Santos FC U17,9540,Santos U20,2014-01-01,13/14,0.0,0.0
4864783,127202,Matz Sels,667,R. Strasbourg,703,Nott'm Forest,2024-01-02,23/24,7000000.0,6500000.0
2196656,127202,Matz Sels,762,Newcastle,667,R. Strasbourg,2018-07-26,18/19,4500000.0,4000000.0
1802922,127202,Matz Sels,58,RSC Anderlecht,762,Newcastle,2018-06-30,17/18,4500000.0,0.0
1802921,127202,Matz Sels,762,Newcastle,58,RSC Anderlecht,2017-01-07,17/18,5000000.0,0.0
1517726,127202,Matz Sels,157,KAA Gent,762,Newcastle,2016-01-07,16/17,6500000.0,6600000.0
993566,127202,Matz Sels,204,Lierse SK,157,KAA Gent,2014-03-01,13/14,900000.0,810000.0
381459,127202,Matz Sels,3484,Lierse SK U19,204,Lierse SK,2010-01-07,10/11,50000.0,0.0
1938171,127202,Matz Sels,49401,Lierse SK U17,3484,Lierse SK U19,2009-01-07,09/10,0.0,0.0
1938172,127202,Matz Sels,34285,Lierse SK Yth.,49401,Lierse SK U17,2007-01-07,07/08,0.0,0.0
4621022,1005649,Murillo,199,Corinthians,703,Nott'm Forest,2023-08-31,23/24,3500000.0,12000000.0
4289544,1005649,Murillo,14876,Corinthians U20,199,Corinthians,2023-01-01,22/23,0.0,0.0
5128773,413507,Nikola Milenković,430,Fiorentina,703,Nott'm Forest,2024-07-18,24/25,15000000.0,12300000.0
1727560,413507,Nikola Milenković,669,Partizan,430,Fiorentina,2017-01-07,17/18,5000000.0,5500000.0
1435557,413507,Nikola Milenković,12373,Partizan U19,669,Partizan,2016-01-18,15/16,0.0,0.0
2289616,413507,Nikola Milenković,4646,Teleoptik,12373,Partizan U19,2015-12-31,15/16,0.0,0.0
2289615,413507,Nikola Milenković,12373,Partizan U19,4646,Teleoptik,2015-12-08,15/16,0.0,0.0
3037321,413507,Nikola Milenković,66822,Partizan U17,12373,Partizan U19,2014-01-07,14/15,0.0,0.0
6229953,413507,Nikola Milenković,68979,Teleoptik U17,66822,Partizan U17,2014-06-30,13/14,0.0,0.0
6229952,413507,Nikola Milenković,66822,Partizan U17,68979,Teleoptik U17,2013-01-07,13/14,0.0,0.0
3037319,413507,Nikola Milenković,67265,Partizan U15,66822,Partizan U17,2013-01-07,12/13,0.0,0.0
5769579,984096,Jair Cunha,537,Botafogo,703,Nott'm Forest,2025-11-07,25/26,13000000.0,12000000.0
5514909,984096,Jair Cunha,221,Santos,537,Botafogo,2025-10-02,24/25,5000000.0,12000000.0
4768422,984096,Jair Cunha,9540,Santos U20,221,Santos,2024-01-01,23/24,200000.0,0.0
5238809,673492,Morato,294,Benfica,703,Nott'm Forest,2024-08-30,24/25,15000000.0,11000000.0
3479642,673492,Morato,10330,Benfica B,294,Benfica,2021-01-07,21/22,2000000.0,0.0
2632165,673492,Morato,585,São Paulo,10330,Benfica B,2019-02-09,19/20,50000.0,7600000.0
2481214,673492,Morato,14708,São Paulo U20,585,São Paulo,2019-01-06,18/19,50000.0,0.0
3556116,673492,Morato,14679,São Paulo U17,14708,São Paulo U20,2019-01-01,18/19,0.0,0.0
5994182,933017,Zach Abbott,38588,Nottingham U21,703,Nott'm Forest,2025-01-07,25/26,300000.0,0.0
4631671,933017,Zach Abbott,12799,Nottingham U18,38588,Nottingham U21,2023-01-07,23/24,250000.0,0.0
4122410,933017,Zach Abbott,53108,Nottingham Yth.,12799,Nottingham U18,2021-01-07,21/22,0.0,0.0
5752157,1007720,Tyler Bindon,350,Sheff Utd,703,Nott'm Forest,2026-06-30,25/26,3500000.0,0.0
5752156,1007720,Tyler Bindon,703,Nott'm Forest,350,Sheff Utd,2025-04-07,25/26,1200000.0,0.0
5500932,1007720,Tyler Bindon,1032,Reading,703,Nott'm Forest,2025-06-30,24/25,1200000.0,0.0
5500931,1007720,Tyler Bindon,703,Nott'm Forest,1032,Reading,2025-03-02,24/25,1000000.0,0.0
5500930,1007720,Tyler Bindon,1032,Reading,703,Nott'm Forest,2025-02-02,24/25,1000000.0,0.0
4567160,1007720,Tyler Bindon,60852,LAFC Academy,1032,Reading,2023-07-08,23/24,0.0,0.0
5344687,1007720,Tyler Bindon,26003,East Coast Yth.,60852,LAFC Academy,2017-01-07,17/18,0.0,0.0
3934142,503680,Neco Williams,31,Liverpool,703,Nott'm Forest,2022-10-07,22/23,8000000.0,20000000.0
3723881,503680,Neco Williams,931,Fulham,31,Liverpool,2022-05-31,21/22,8000000.0,0.0
3723880,503680,Neco Williams,31,Liverpool,931,Fulham,2022-01-31,21/22,8000000.0,0.0
2981492,503680,Neco Williams,9252,Liverpool U23,31,Liverpool,2020-01-01,19/20,0.0,0.0
2431122,503680,Neco Williams,6922,Liverpool U18,9252,Liverpool U23,2019-01-07,19/20,0.0,0.0
1910548,503680,Neco Williams,50906,Liverpool Youth,6922,Liverpool U18,2017-01-07,17/18,0.0,0.0
6163357,524285,Luca Netz,18,Mönchengladbach,703,Nott'm Forest,2026-02-02,25/26,6000000.0,2500000.0
3480817,524285,Luca Netz,44,Hertha BSC,18,Mönchengladbach,2021-06-08,21/22,5000000.0,2000000.0
3149414,524285,Luca Netz,2827,Hertha BSC U19,44,Hertha BSC,2020-07-15,20/21,0.0,0.0
2571779,524285,Luca Netz,21066,Hertha BSC U17,2827,Hertha BSC U19,2019-01-07,19/20,0.0,0.0
2221029,524285,Luca Netz,11844,Hertha BSC Yth.,21066,Hertha BSC U17,2018-01-07,18/19,0.0,0.0
2682949,524285,Luca Netz,77356,FSV Bernau Jgd.,11844,Hertha BSC Yth.,2010-01-07,10/11,0.0,0.0
4620677,258919,Dean Henderson,985,Man Utd,873,Crystal Palace,2023-08-31,23/24,18000000.0,17500000.0
3916000,258919,Dean Henderson,703,Nott'm Forest,985,Man Utd,2023-05-31,22/23,22000000.0,0.0
3915999,258919,Dean Henderson,985,Man Utd,703,Nott'm Forest,2022-02-07,22/23,18000000.0,0.0
2995970,258919,Dean Henderson,9251,Man Utd U23,985,Man Utd,2020-01-08,20/21,20000000.0,0.0
2597118,258919,Dean Henderson,350,Sheff Utd,9251,Man Utd U23,2020-07-31,20/21,20000000.0,0.0
2597117,258919,Dean Henderson,9251,Man Utd U23,350,Sheff Utd,2019-07-26,19/20,2500000.0,0.0
2575620,258919,Dean Henderson,350,Sheff Utd,9251,Man Utd U23,2019-05-31,18/19,2500000.0,0.0
2137874,258919,Dean Henderson,9251,Man Utd U23,350,Sheff Utd,2018-01-07,18/19,250000.0,0.0
1830257,258919,Dean Henderson,3054,Shrewsbury,9251,Man Utd U23,2018-05-31,17/18,250000.0,0.0
1830256,258919,Dean Henderson,9251,Man Utd U23,3054,Shrewsbury,2017-10-07,17/18,100000.0,0.0
1588445,258919,Dean Henderson,1034,Grimsby Town,9251,Man Utd U23,2017-03-02,16/17,0.0,0.0
1588444,258919,Dean Henderson,9251,Man Utd U23,1034,Grimsby Town,2016-08-31,16/17,0.0,0.0
5049081,258919,Dean Henderson,1098,Stockport,9251,Man Utd U21,2016-05-31,15/16,0.0,0.0
5049080,258919,Dean Henderson,9251,Man Utd U21,1098,Stockport,2016-03-24,15/16,0.0,0.0
1405961,258919,Dean Henderson,1098,Stockport,9251,Man Utd U21,2016-02-20,15/16,0.0,0.0
1405959,258919,Dean Henderson,9251,Man Utd U21,1098,Stockport,2016-12-01,15/16,0.0,0.0
1292003,258919,Dean Henderson,5242,Man Utd U18,9251,Man Utd U21,2015-01-07,15/16,0.0,0.0
1405960,258919,Dean Henderson,50672,Man Utd Youth,5242,Man Utd U18,2013-01-07,13/14,0.0,0.0
5721848,296802,Walter Benítez,383,PSV,873,Crystal Palace,2025-01-07,25/26,7500000.0,0.0
3896119,296802,Walter Benítez,417,Nice,383,PSV,2022-01-07,22/23,14000000.0,0.0
1518670,296802,Walter Benítez,1826,Quilmes,417,Nice,2016-01-07,16/17,3500000.0,0.0
1622310,296802,Walter Benítez,15076,Quilmes U20,1826,Quilmes,2014-01-07,14/15,150000.0,0.0
6121613,814848,Owen Goodman,349,Barnsley,873,Crystal Palace,2026-06-30,25/26,550000.0,0.0
6121612,814848,Owen Goodman,873,Crystal Palace,349,Barnsley,2026-01-15,25/26,550000.0,0.0
5748272,814848,Owen Goodman,1110,Huddersfield,873,Crystal Palace,2026-08-01,25/26,550000.0,0.0
5748271,814848,Owen Goodman,873,Crystal Palace,1110,Huddersfield,2025-02-07,25/26,600000.0,0.0
6121614,814848,Owen Goodman,6945,Palace U21,873,Crystal Palace,2025-01-07,25/26,600000.0,0.0
5124521,814848,Owen Goodman,3884,AFC Wimbledon,6945,Palace U21,2025-06-30,24/25,600000.0,0.0
5124520,814848,Owen Goodman,6945,Palace U21,3884,AFC Wimbledon,2024-07-16,24/25,500000.0,0.0
4504220,814848,Owen Goodman,1060,Colchester Utd.,6945,Palace U21,2024-05-31,23/24,500000.0,0.0
4504219,814848,Owen Goodman,6945,Palace U21,1060,Colchester Utd.,2023-07-14,23/24,150000.0,0.0
3984968,814848,Owen Goodman,6950,Palace U18,6945,Palace U21,2022-01-07,22/23,0.0,0.0
6011720,814848,Owen Goodman,53100,C. Palace Yth.,6950,Palace U18,2020-01-07,20/21,0.0,0.0
3973230,196722,Remi Matthews,2578,St. Johnstone,873,Crystal Palace,2023-05-31,22/23,350000.0,0.0
3973229,196722,Remi Matthews,873,Crystal Palace,2578,St. Johnstone,2022-07-27,22/23,300000.0,0.0
3376828,196722,Remi Matthews,289,Sunderland,873,Crystal Palace,2021-12-07,21/22,300000.0,0.0
2980135,196722,Remi Matthews,355,Bolton,289,Sunderland,2020-08-21,20/21,300000.0,0.0
2222023,196722,Remi Matthews,1123,Norwich,355,Bolton,2019-01-18,18/19,200000.0,0.0
2222022,196722,Remi Matthews,355,Bolton,1123,Norwich,2019-05-01,18/19,200000.0,0.0
2222021,196722,Remi Matthews,1123,Norwich,355,Bolton,2018-12-08,18/19,200000.0,0.0
1985265,196722,Remi Matthews,2262,Plymouth,1123,Norwich,2018-05-31,17/18,200000.0,0.0
1938598,196722,Remi Matthews,1123,Norwich,2262,Plymouth,2017-10-20,17/18,200000.0,0.0
1538648,196722,Remi Matthews,2999,Hamilton Acad.,1123,Norwich,2017-05-31,16/17,200000.0,0.0
1538647,196722,Remi Matthews,1123,Norwich,2999,Hamilton Acad.,2016-07-16,16/17,100000.0,0.0
1459986,196722,Remi Matthews,2454,Doncaster,1123,Norwich,2016-05-31,15/16,100000.0,0.0
1459987,196722,Remi Matthews,1123,Norwich,2454,Doncaster,2016-03-24,15/16,100000.0,0.0
1279114,196722,Remi Matthews,2963,Burton Albion,1123,Norwich,2016-03-01,15/16,0.0,0.0
1279113,196722,Remi Matthews,1123,Norwich,2963,Burton Albion,2015-06-07,15/16,0.0,0.0
1154990,196722,Remi Matthews,2963,Burton Albion,1123,Norwich,2014-12-27,14/15,0.0,0.0
1154989,196722,Remi Matthews,1123,Norwich,2963,Burton Albion,2014-11-27,14/15,0.0,0.0
703409,196722,Remi Matthews,6898,Norwich U18,1123,Norwich,2012-01-07,12/13,0.0,0.0
5238203,434224,Maxence Lacroix,82,Wolfsburg,873,Crystal Palace,2024-08-30,24/25,20000000.0,18000000.0
3028156,434224,Maxence Lacroix,750,FC Sochaux,82,Wolfsburg,2020-08-25,20/21,1000000.0,5000000.0
2130117,434224,Maxence Lacroix,10826,FC Sochaux U19,750,FC Sochaux,2018-01-07,18/19,0.0,0.0
4936970,434224,Maxence Lacroix,107780,FC Sochaux U17,10826,FC Sochaux U19,2017-01-07,17/18,0.0,0.0
4936971,434224,Maxence Lacroix,112641,Trélissac Jgd.,107780,FC Sochaux U17,2015-01-07,15/16,0.0,0.0
5911083,1006411,Jaydee Canvot,415,Toulouse,873,Crystal Palace,2025-01-09,25/26,4000000.0,23000000.0
5512830,1006411,Jaydee Canvot,9371,Toulouse B,415,Toulouse,2025-01-01,24/25,50000.0,0.0
5512831,1006411,Jaydee Canvot,9372,Toulouse U19,9371,Toulouse B,2024-01-07,24/25,0.0,0.0
4650432,1006411,Jaydee Canvot,107748,Toulouse FC U17,9372,Toulouse U19,2023-01-07,23/24,0.0,0.0
3821296,1006411,Jaydee Canvot,83011,AS Bondy Yth.,107748,Toulouse FC U17,2021-01-07,21/22,0.0,0.0
6265900,1006411,Jaydee Canvot,108917,Argenteuil Jgd,83011,AS Bondy Yth.,2015-01-09,15/16,0.0,0.0
3974645,578539,Chris Richards,27,Bayern Munich,873,Crystal Palace,2022-07-27,22/23,7500000.0,12000000.0
3529689,578539,Chris Richards,533,Hoffenheim,27,Bayern Munich,2022-06-30,21/22,7500000.0,0.0
3529687,578539,Chris Richards,27,Bayern Munich,533,Hoffenheim,2021-08-31,21/22,7500000.0,0.0
3232014,578539,Chris Richards,533,Hoffenheim,27,Bayern Munich,2021-06-30,20/21,7500000.0,0.0
3232013,578539,Chris Richards,27,Bayern Munich,533,Hoffenheim,2021-01-02,20/21,5000000.0,250000.0
3191865,578539,Chris Richards,28,FC Bayern II,27,Bayern Munich,2020-01-07,20/21,1800000.0,0.0
2479549,578539,Chris Richards,1462,FC Bayern U19,28,FC Bayern II,2019-01-07,19/20,50000.0,0.0
2363142,578539,Chris Richards,8816,Dallas,1462,FC Bayern U19,2019-01-24,18/19,50000.0,5300000.0
2167322,578539,Chris Richards,1462,FC Bayern U19,8816,Dallas,2018-12-31,18/19,50000.0,0.0
2167321,578539,Chris Richards,8816,Dallas,1462,FC Bayern U19,2018-09-07,18/19,50000.0,0.0
2087057,578539,Chris Richards,1196,Dallas Academy,8816,Dallas,2018-12-04,17/18,0.0,0.0
3147689,578539,Chris Richards,86116,Texans SC,1196,Dallas Academy,2017-01-07,17/18,0.0,0.0
3448336,578539,Chris Richards,90163,Alabama FC,86116,Texans SC,2016-01-07,16/17,0.0,0.0
5055147,689637,Chadi Riad,150,Real Betis,873,Crystal Palace,2024-02-07,24/25,15000000.0,15000000.0
5024060,689637,Chadi Riad,131,Barcelona,150,Real Betis,2024-01-07,24/25,15000000.0,9000000.0
4536083,689637,Chadi Riad,150,Real Betis,131,Barcelona,2024-06-30,23/24,15000000.0,0.0
4536082,689637,Chadi Riad,131,Barcelona,150,Real Betis,2023-07-27,23/24,500000.0,0.0
4536708,689637,Chadi Riad,2464,Barça Atlètic,131,Barcelona,2023-01-07,23/24,500000.0,0.0
3920640,689637,Chadi Riad,2470,Barça U19,2464,Barça Atlètic,2022-01-07,22/23,0.0,0.0
3099732,689637,Chadi Riad,21246,Sabadell U19,2470,Barça U19,2021-06-30,20/21,0.0,0.0
3068646,689637,Chadi Riad,2470,Barça U19,21246,Sabadell U19,2020-02-07,20/21,0.0,0.0
3099731,689637,Chadi Riad,39813,Barça U18,2470,Barça U19,2020-01-07,20/21,0.0,0.0
2581388,689637,Chadi Riad,25625,RCD Mallorca Yo,39813,Barça U18,2019-07-25,19/20,0.0,0.0
3058545,730893,Tyrick Mitchell,6945,Palace U23,873,Crystal Palace,2020-01-07,20/21,0.0,0.0
2903955,730893,Tyrick Mitchell,6950,Palace U18,6945,Palace U23,2018-01-07,18/19,0.0,0.0
2903954,730893,Tyrick Mitchell,54705,Brentford Yth.,6950,Palace U18,2016-07-22,16/17,0.0,0.0
5768921,293194,Borna Sosa,610,Ajax,873,Crystal Palace,2025-11-07,25/26,4500000.0,2300000.0
5202901,293194,Borna Sosa,416,Torino,610,Ajax,2025-06-30,24/25,4500000.0,0.0
5202900,293194,Borna Sosa,610,Ajax,416,Torino,2024-08-17,24/25,7500000.0,0.0
4624742,293194,Borna Sosa,79,Stuttgart,610,Ajax,2023-01-09,23/24,12000000.0,8000000.0
2107252,293194,Borna Sosa,419,Dinamo Zagreb,79,Stuttgart,2018-01-07,18/19,1750000.0,6000000.0
1598918,293194,Borna Sosa,44796,Din. Zagreb II,419,Dinamo Zagreb,2016-01-07,16/17,250000.0,0.0
1343521,293194,Borna Sosa,36342,Din. Zagreb U17,44796,Din. Zagreb II,2015-01-20,14/15,0.0,0.0
1157580,293194,Borna Sosa,36341,D. Zagreb Yth.,36342,Din. Zagreb U17,2013-01-07,13/14,0.0,0.0
5686643,340918,Caoimhín Kelleher,31,Liverpool,1148,Brentford,2025-01-07,25/26,20000000.0,14800000.0
2658642,340918,Caoimhín Kelleher,9252,Liverpool U23,31,Liverpool,2019-01-07,19/20,0.0,0.0
1887763,340918,Caoimhín Kelleher,6922,Liverpool U18,9252,Liverpool U23,2017-01-07,17/18,0.0,0.0
1259007,340918,Caoimhín Kelleher,32265,Ringmahon,6922,Liverpool U18,2015-01-07,15/16,0.0,0.0
4848488,488935,Hákon Valdimarsson,1101,Elfsborg,1148,Brentford,2024-01-26,23/24,1800000.0,3000000.0
3349555,488935,Hákon Valdimarsson,25873,Grótta,1101,Elfsborg,2021-07-16,21/22,50000.0,0.0
1760709,488935,Hákon Valdimarsson,59082,Grótta U19,25873,Grótta,2018-11-06,17/18,0.0,0.0
1728210,488935,Hákon Valdimarsson,23651,KR U19,59082,Grótta U19,2015-11-03,14/15,0.0,0.0
6120980,741236,Matthew Cox,3054,Shrewsbury,1148,Brentford,2026-05-31,25/26,700000.0,0.0
6120979,741236,Matthew Cox,1148,Brentford,3054,Shrewsbury,2026-01-15,25/26,800000.0,0.0
5486305,741236,Matthew Cox,3537,Crawley Town,1148,Brentford,2025-05-31,24/25,800000.0,0.0
5486304,741236,Matthew Cox,1148,Brentford,3537,Crawley Town,2025-01-28,24/25,800000.0,0.0
4533239,741236,Matthew Cox,2455,Bristol Rovers,1148,Brentford,2024-05-31,23/24,800000.0,0.0
4533238,741236,Matthew Cox,1148,Brentford,2455,Bristol Rovers,2023-07-25,23/24,500000.0,0.0
4333919,741236,Matthew Cox,54704,Brentford B,1148,Brentford,2022-01-07,22/23,0.0,0.0
3454554,741236,Matthew Cox,3884,AFC Wimbledon,54704,Brentford B,2021-07-22,21/22,0.0,500000.0
3420741,741236,Matthew Cox,25136,Wimbledon U18,3884,AFC Wimbledon,2021-01-01,20/21,0.0,0.0
3455394,741236,Matthew Cox,67853,Wimbledon Yth.,25136,Wimbledon U18,2019-01-07,19/20,0.0,0.0
5475936,456292,Ellery Balcombe,987,Motherwell FC,1148,Brentford,2025-06-30,24/25,400000.0,0.0
5475935,456292,Ellery Balcombe,1148,Brentford,987,Motherwell FC,2025-01-23,24/25,400000.0,0.0
5026691,456292,Ellery Balcombe,465,St. Mirren,1148,Brentford,2025-05-01,24/25,400000.0,0.0
5026690,456292,Ellery Balcombe,1148,Brentford,465,St. Mirren,2024-01-07,24/25,300000.0,0.0
4232887,456292,Ellery Balcombe,2455,Bristol Rovers,1148,Brentford,2023-05-31,22/23,300000.0,0.0
4232886,456292,Ellery Balcombe,1148,Brentford,2455,Bristol Rovers,2023-01-19,22/23,300000.0,0.0
4229758,456292,Ellery Balcombe,3537,Crawley Town,1148,Brentford,2023-01-17,22/23,300000.0,0.0
3982435,456292,Ellery Balcombe,1148,Brentford,3537,Crawley Town,2022-07-30,22/23,300000.0,0.0
3735080,456292,Ellery Balcombe,8981,Bromley,1148,Brentford,2022-05-31,21/22,300000.0,0.0
3735079,456292,Ellery Balcombe,1148,Brentford,8981,Bromley,2022-01-02,21/22,300000.0,0.0
3414939,456292,Ellery Balcombe,2963,Burton Albion,1148,Brentford,2022-04-01,21/22,300000.0,0.0
3414938,456292,Ellery Balcombe,1148,Brentford,2963,Burton Albion,2021-01-07,21/22,300000.0,0.0
3193717,456292,Ellery Balcombe,2454,Doncaster,1148,Brentford,2021-05-31,20/21,300000.0,0.0
3193716,456292,Ellery Balcombe,1148,Brentford,2454,Doncaster,2021-06-01,20/21,300000.0,0.0
2633529,456292,Ellery Balcombe,1063,Viborg FF,1148,Brentford,2020-01-20,19/20,200000.0,0.0
2633528,456292,Ellery Balcombe,1148,Brentford,1063,Viborg FF,2019-02-09,19/20,50000.0,0.0
2213690,456292,Ellery Balcombe,3867,Boreham Wood,1148,Brentford,2019-01-01,18/19,0.0,0.0
2213689,456292,Ellery Balcombe,1148,Brentford,3867,Boreham Wood,2018-06-08,18/19,0.0,0.0
4248677,456292,Ellery Balcombe,54704,Brentford B,1148,Brentford,2018-01-07,18/19,0.0,0.0
1729289,456292,Ellery Balcombe,14997,Brentford U18,54704,Brentford B,2016-01-07,16/17,0.0,0.0
6172636,1008553,Julian Eyestone,54704,Brentford B,1148,Brentford,2025-04-07,25/26,0.0,0.0
5068257,1008553,Julian Eyestone,9824,Blue Devils,54704,Brentford B,2024-01-07,24/25,0.0,0.0
4584513,1008553,Julian Eyestone,1196,Dallas Academy,9824,Blue Devils,2023-01-08,23/24,0.0,0.0
5216946,541231,Sepp van den Berg,31,Liverpool,1148,Brentford,2024-08-22,24/25,12000000.0,23600000.0
4501495,541231,Sepp van den Berg,39,Mainz,31,Liverpool,2024-06-30,23/24,12000000.0,0.0
4501494,541231,Sepp van den Berg,31,Liverpool,39,Mainz,2023-07-13,23/24,5000000.0,0.0
4045419,541231,Sepp van den Berg,33,FC Schalke 04,31,Liverpool,2023-06-30,22/23,5000000.0,0.0
4045418,541231,Sepp van den Berg,31,Liverpool,33,FC Schalke 04,2022-08-30,22/23,5000000.0,0.0
3233967,541231,Sepp van den Berg,466,Preston,31,Liverpool,2022-05-31,21/22,5000000.0,0.0
3233440,541231,Sepp van den Berg,31,Liverpool,466,Preston,2021-01-02,20/21,1800000.0,0.0
2526170,541231,Sepp van den Berg,1269,PEC Zwolle,31,Liverpool,2019-01-07,19/20,2000000.0,1900000.0
2109532,541231,Sepp van den Berg,15587,PEC Zwolle U19,1269,PEC Zwolle,2018-01-07,18/19,500000.0,0.0
2045832,541231,Sepp van den Berg,56053,PEC Zwolle U17,15587,PEC Zwolle U19,2017-01-10,17/18,0.0,0.0
1925803,541231,Sepp van den Berg,41044,PEC Youth,56053,PEC Zwolle U17,2017-01-07,17/18,0.0,0.0
4477493,469050,Nathan Collins,543,Wolves,1148,Brentford,2023-04-07,23/24,22000000.0,26850000.0
3937598,469050,Nathan Collins,1132,Burnley,543,Wolves,2022-12-07,22/23,10000000.0,24300000.0
3408420,469050,Nathan Collins,512,Stoke City,1132,Burnley,2021-01-07,21/22,8000000.0,14000000.0
2573317,469050,Nathan Collins,24219,Stoke City U23,512,Stoke City,2019-01-07,19/20,0.0,0.0
2413497,469050,Nathan Collins,14494,Stoke U18,24219,Stoke City U23,2018-01-07,18/19,0.0,0.0
1887156,469050,Nathan Collins,6142,Cherry Orchard FC,14494,Stoke U18,2016-01-07,16/17,0.0,0.0
6312162,915418,Jannik Schuster,409,Salzburg,1148,Brentford,2026-01-07,26/27,18000000.0,18000000.0
5699330,915418,Jannik Schuster,37024,FC Liefering,409,Salzburg,2025-01-06,25/26,600000.0,0.0
4959764,915418,Jannik Schuster,11263,AKA Salzb. U18,37024,FC Liefering,2024-01-01,23/24,0.0,0.0
3987670,915418,Jannik Schuster,42826,AKA Salzb. U16,11263,AKA Salzb. U18,2022-01-07,22/23,0.0,0.0
3790853,915418,Jannik Schuster,42825,AKA Salzb. U15,42826,AKA Salzb. U16,2021-01-07,21/22,0.0,0.0
3790852,915418,Jannik Schuster,20161,Salzburg Youth,42825,AKA Salzb. U15,2020-01-07,20/21,0.0,0.0
3790851,915418,Jannik Schuster,48201,Mieming Yth.,20161,Salzburg Youth,2020-03-02,19/20,0.0,0.0
3453536,328658,Kristoffer Ajer,371,Celtic,1148,Brentford,2021-07-21,21/22,7000000.0,15700000.0
1680519,328658,Kristoffer Ajer,2553,Kilmarnock FC,371,Celtic,2017-05-31,16/17,800000.0,0.0
1680518,328658,Kristoffer Ajer,371,Celtic,2553,Kilmarnock FC,2017-01-20,16/17,800000.0,0.0
1438737,328658,Kristoffer Ajer,267,IK Start,371,Celtic,2016-01-07,16/17,800000.0,600000.0
1076702,328658,Kristoffer Ajer,15678,Lillestrøm Yth.,267,IK Start,2014-07-15,14/15,0.0,0.0
2534111,442248,Ethan Pinnock,349,Barnsley,1148,Brentford,2019-02-07,19/20,500000.0,3350000.0
1817196,442248,Ethan Pinnock,3455,Forest Green,349,Barnsley,2017-01-07,17/18,0.0,570000.0
1511112,442248,Ethan Pinnock,6169,Dulwich Hamlet,3455,Forest Green,2016-01-07,16/17,0.0,0.0
5133491,442248,Ethan Pinnock,84037,Holmesdale,6169,Dulwich Hamlet,2011-01-04,10/11,0.0,0.0
5133490,442248,Ethan Pinnock,6169,Dulwich Hamlet,84037,Holmesdale,2011-01-02,10/11,0.0,0.0
